"","rowid","term","group","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high","trust","predicted_lo","predicted_hi","predicted","riskaverse","lossavers","Strategies3"
"50",5,"trust","2",0.00663876139436748,0.00389042357579873,1.70643665529518,0.0879268107857118,3.50755304841244,-0.000986328698803557,0.0142638514875385,8,0.407482225535555,0.407492847553786,0.407487536720724,0.507674153491016,0.517797024713622,4
"51",6,"trust","2",0.00544447776983786,0.00393424763966597,1.38386758244331,0.166399004606546,2.58728129153754,-0.00226650591016915,0.0131554614498449,10,0.419597255610344,0.419605966774775,0.419601611398186,0.507674153491016,0.517797024713622,4
"52",7,"trust","2",0.00407636956648028,0.00401868169682431,1.01435492383026,0.310413424932397,1.68773714153575,-0.00380010182462568,0.0119528409575862,12,0.429146062969796,0.429152585161102,0.429149324296838,0.507674153491016,0.517797024713622,4
"53",8,"trust","2",0.00256358281738173,0.0041817638852547,0.613038633391322,0.539850795036674,0.889367367249269,-0.00563252378956777,0.0107596894243312,14,0.435808360194126,0.435812461926634,0.435810411312034,0.507674153491016,0.517797024713622,4
"54",9,"trust","2",0.000945299674440236,0.00445802171920406,0.212044654329098,0.832072197213324,0.265219381373538,-0.00779226233749705,0.00968286168637752,16,0.439332381495119,0.439333893974598,0.439333137999783,0.507674153491016,0.517797024713622,4
"55",1,"lossavers","4",0.260567191284755,0.102403975230752,2.54450269823615,0.0109433466277362,6.5138021879419,0.0598590879587504,0.46127529461076,0,0.590423111737406,0.590449168456534,0.590436140161199,0.507674153491016,0.517797024713622,4
"56",2,"lossavers","4",0.265091837283737,0.103150445170545,2.56995340005994,0.0101712195909602,6.61936351231592,0.0629206797601967,0.467262994807278,2,0.558483084110964,0.558509593294693,0.558496338745337,0.507674153491016,0.517797024713622,4
"57",3,"lossavers","4",0.267415508973246,0.103386484422694,2.58656158458702,0.00969388456756934,6.68870938131878,0.0647817230165531,0.470049294929938,4,0.525456095714853,0.52548283726575,0.525469466509469,0.507674153491016,0.517797024713622,4
"58",4,"lossavers","4",0.267325235077109,0.103088822229968,2.59315442057109,0.00951000599125074,6.71633803468613,0.0652748562977197,0.469375613856499,6,0.491560409617155,0.491587142140663,0.491573775873862,0.507674153491016,0.517797024713622,4
"59",5,"lossavers","4",0.264674876623294,0.102224235081061,2.58915976640388,0.00962104451401724,6.69959075517921,0.0643190575172593,0.465030695729329,8,0.457054869920509,0.457081337408172,0.457068103635077,0.507674153491016,0.517797024713622,4
"60",6,"lossavers","4",0.259402650659157,0.100767538201883,2.57426801614879,0.0100452425237438,6.63734379408791,0.0619019049727034,0.456903396345611,10,0.422234914894084,0.42226085515915,0.422247884974082,0.507674153491016,0.517797024713622,4
"61",7,"lossavers","4",0.251544640437751,0.0987669369562193,2.54685067887904,0.0108699934415501,6.52350511986451,0.057965001140223,0.445124279735279,12,0.387425694772564,0.387450849236608,0.38743827193067,0.507674153491016,0.517797024713622,4
"62",8,"lossavers","4",0.241241969517469,0.0963005057477971,2.50509556148398,0.0122418313301193,6.35203679406024,0.0524964465587947,0.429987492476144,14,0.352972277120104,0.352996401317056,0.352984339126042,0.507674153491016,0.517797024713622,4
"63",9,"lossavers","4",0.228739752152207,0.0933594448622703,2.45009760383278,0.014281749529873,6.12968346786803,0.0457586026055046,0.41172090169891,16,0.31922727454694,0.319250148522155,0.319238711426858,0.507674153491016,0.517797024713622,4
"64",1,"riskaverse","4",-0.129594381029749,0.110239127918804,-1.17557516533695,0.239764684415907,2.06030891891298,-0.345659101437708,0.0864703393782105,0,0.590440852675856,0.590431427629682,0.590436140161199,0.507674153491016,0.517797024713622,4
"65",2,"riskaverse","4",-0.131806118044677,0.112155611691906,-1.17520751798627,0.239911703211386,2.05942455896003,-0.351627077624872,0.0880148415355191,2,0.558501131689639,0.558491545789859,0.558496338745337,0.507674153491016,0.517797024713622,4
"66",3,"riskaverse","4",-0.132919112444374,0.113189397200619,-1.17430709705773,0.240272041631866,2.05725931052989,-0.354766254389386,0.0889280295006382,4,0.525474299929346,0.525464633084516,0.525469466509469,0.507674153491016,0.517797024713622,4
"67",4,"riskaverse","4",-0.13282841403642,0.113363727528513,-1.17170118636943,0.241317046560747,2.05099826420724,-0.355017237145517,0.0893604090726777,6,0.491578605998776,0.491568945750195,0.491573775873862,0.507674153491016,0.517797024713622,4
"68",5,"riskaverse","4",-0.131462640077186,0.112433933415867,-1.16924344886998,0.242305560266169,2.04510058371598,-0.351829100212461,0.0889038200580881,8,0.45707288409864,0.457063323179076,0.457068103635077,0.507674153491016,0.517797024713622,4
"69",6,"riskaverse","4",-0.128792649497776,0.110422524915083,-1.16636211313607,0.243468069833785,2.03819551565162,-0.345216821413315,0.0876315224177626,10,0.422252568350104,0.42224320161168,0.422247884974082,0.507674153491016,0.517797024713622,4
"70",7,"riskaverse","4",-0.124838181634641,0.107429312566483,-1.16204952495981,0.245215348547692,2.02787881169623,-0.335395765148843,0.085719401879562,12,0.387442811510635,0.387433732369882,0.38743827193067,0.507674153491016,0.517797024713622,4
"71",8,"riskaverse","4",-0.119671306506278,0.103497548243552,-1.15627189761699,0.247569959356414,2.01409182927247,-0.322522773551837,0.0831801605392812,14,0.352988690822048,0.352979987454043,0.352984339126042,0.507674153491016,0.517797024713622,4
"72",9,"riskaverse","4",-0.113415757120268,0.0988612651712063,-1.14722138062725,0.251290137232927,1.99257404620908,-0.307180276321896,0.0803487620813602,16,0.319242835650294,0.319234587231348,0.319238711426858,0.507674153491016,0.517797024713622,4
"73",1,"trust","4",-0.0156670066264741,0.00370436839477747,-4.22933276521902,2.34385437170718e-05,15.3807575393791,-0.0229274352657064,-0.00840657798724185,0,0.590448673665156,0.590423606454553,0.590436140161199,0.507674153491016,0.517797024713622,4
"74",2,"trust","4",-0.0162581109081766,0.00393185924071327,-4.13496768649004,3.55004583740021e-05,14.7818028219426,-0.0239644134122557,-0.00855180840409762,2,0.558509345146816,0.558483332169363,0.558496338745337,0.507674153491016,0.517797024713622,4
"75",3,"trust","4",-0.0167505627143849,0.0040769008283207,-4.10865101206902,3.97976936688656e-05,14.6169556474091,-0.024741141506435,-0.00875998392233482,4,0.525482866889862,0.525456065989519,0.525469466509469,0.507674153491016,0.517797024713622,4
"76",4,"trust","4",-0.0171235253249372,0.00412888566716759,-4.14725102734169,3.36491066481474e-05,14.8590722712772,-0.0252159925288693,-0.00903105812100505,6,0.491587474645077,0.491560077004557,0.491573775873862,0.507674153491016,0.517797024713622,4
"77",5,"trust","4",-0.0173574699996806,0.0040826901433884,-4.25147865502105,2.12363752859273e-05,15.5231029325545,-0.0253593956407586,-0.00935554435860269,8,0.457081989585712,0.457054217633713,0.457068103635077,0.507674153491016,0.517797024713622,4
"78",6,"trust","4",-0.0174355706406004,0.00393866644842101,-4.42677004232999,9.56546117513747e-06,16.67373404309,-0.0251552150266219,-0.00971592625457895,10,0.422261833431308,0.422233936518283,0.422247884974082,0.507674153491016,0.517797024713622,4
"79",7,"trust","4",-0.0173451822030671,0.00370271457809233,-4.68445024244981,2.80712346794496e-06,18.4424760488743,-0.0246023694211595,-0.0100879949849747,12,0.387452148104835,0.38742439581331,0.38743827193067,0.507674153491016,0.517797024713622,4
"80",8,"trust","4",-0.0170792453307519,0.0033869540957825,-5.04265627692426,4.59113521142837e-07,21.0546457433822,-0.0237175533757761,-0.0104409372857278,14,0.352998002579015,0.352970675786486,0.352984339126042,0.507674153491016,0.517797024713622,4
"81",9,"trust","4",-0.016637426620246,0.003010234846527,-5.52695303472454,3.25840141623665e-08,24.8712604125896,-0.0225373785044464,-0.0107374747360456,16,0.31925202145264,0.319225401570047,0.319238711426858,0.507674153491016,0.517797024713622,4
